owner_org,fiscal_yr,service_id,service_std_id,service_std_en,service_std_fr,service_std_url_en,service_std_url_fr,service_std_type,service_std_target,gcss_tool_fiscal_yr,realtime_result_url_en,realtime_result_url_fr,q1_performance_result,q1_business_volume,q2_performance_result,q2_business_volume,q3_performance_result,q3_business_volume,q4_performance_result,q4_business_volume,owner_org_title,performance,Standard Unique Identifier,New Service ID
aafc-aac,2017-2018,AAFC_AAC-008,AAFC-008-06,"Poultry & Egg Sector
Reports: Monthly Update Fequency","Secteur de volaille et œufs
Fréquence de la mise à jour des rapports mensuels",http://www.agr.gc.ca/eng/industry-markets-and-trade/canadian-agri-food-sector-intelligence/poultry-and-eggs/service-standards-for-poultry-and-egg-market-information/?id=1481029938239,http://www.agr.gc.ca/fra/industrie-marches-et-commerce/renseignements-sur-les-secteurs-canadiens-de-lagroalimentaire/volaille-et-ufs/normes-de-service-pour-l-information-sur-le-marche-de-la-volaille-et-des-ufs/?id=1481029938239,ACY,80.00%,2016-2017,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400,15,15,13,15,15,15,14,15,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,95.00%,2017-2018-aafc-aac-008,aafc-aac - 08
aafc-aac,2017-2018,AAFC_AAC-008,AAFC-008-07,"Poultry & Egg Sector
Reports: Annual Update Frequency","Secteur de volaille et œufs
Fréquence de la mise à jour des rapports annuels",http://www.agr.gc.ca/eng/industry-markets-and-trade/canadian-agri-food-sector-intelligence/poultry-and-eggs/service-standards-for-poultry-and-egg-market-information/?id=1481029938239,http://www.agr.gc.ca/fra/industrie-marches-et-commerce/renseignements-sur-les-secteurs-canadiens-de-lagroalimentaire/volaille-et-ufs/normes-de-service-pour-l-information-sur-le-marche-de-la-volaille-et-des-ufs/?id=1481029938239,ACY,80.00%,2016-2017,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400,4,11,0,0,10,10,10,10,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,77.40%,2017-2018-aafc-aac-008,aafc-aac - 08
aafc-aac,2017-2018,AAFC_AAC-008,AAFC-008-08,"Red Meat & Livestock Sector
Reports: Weekly Update Frequency","Secteur des viandes rouges et bétail
Fréquence de la mise à jour des rapports hebdomadaires",http://www.agr.gc.ca/eng/industry-markets-and-trade/canadian-agri-food-sector-intelligence/red-meat-and-livestock/service-standards-for-red-meat-and-livestock-reports/?id=1480968240072,http://www.agr.gc.ca/fra/industrie-marches-et-commerce/renseignements-sur-les-secteurs-canadiens-de-lagroalimentaire/viande-rouge-et-betail/normes-de-service-relatives-aux-rapports-sur-les-animaux-a-viande-rouge-et-le-betail/?id=1480968240072,ACY,80.00%,2016-2017,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400,503,507,488,507,502,507,497,507,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,98.10%,2017-2018-aafc-aac-008,aafc-aac - 08
aafc-aac,2017-2018,AAFC_AAC-008,AAFC-008-10,"Red Meat & Livestock Sector
Reports: Annual Update Frequency","Secteur des viandes rouges et bétail
Fréquence de la mise à jour des rapports annuels",http://www.agr.gc.ca/eng/industry-markets-and-trade/canadian-agri-food-sector-intelligence/red-meat-and-livestock/service-standards-for-red-meat-and-livestock-reports/?id=1480968240072,http://www.agr.gc.ca/fra/industrie-marches-et-commerce/renseignements-sur-les-secteurs-canadiens-de-lagroalimentaire/viande-rouge-et-betail/normes-de-service-relatives-aux-rapports-sur-les-animaux-a-viande-rouge-et-le-betail/?id=1480968240072,ACY,80.00%,2016-2017,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400,16,36,0,0,0,0,9,19,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,45.50%,2017-2018-aafc-aac-008,aafc-aac - 08
aafc-aac,2017-2018,AAFC_AAC-009,AAFC-009-02,Our goal is to acknowledge receipt of your application within 1 business day,Notre objectif est d'accuser réception de vos demandes d'ici un (1) jour ouvrable.,http://www.agr.gc.ca/eng/programs-and-services/agririsk-initiatives-administrative-capacity-building-stream/step-4-after-you-apply/?id=1530817918137,http://www.agr.gc.ca/fra/programmes-et-services/initiatives-agri-risques-volet-de-renforcement-des-capacites-administratives/etape-4-apres-avoir-presente-votre-demande/?id=1530817918137,ACS,80.00%,2014-2015,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400,8,8,5,5,1,1,1,1,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,100.00%,2017-2018-aafc-aac-009,aafc-aac - 09
aafc-aac,2017-2018,AAFC_AAC-009,AAFC-009-01,Our goal is to respond to general inquiries made to our phone number or email address before the end of the next business day,Notre objectif est de répondre aux demandes de renseignements générales reçues par téléphone ou par courriel avant la fin du jour ouvrable suivant.,http://www.agr.gc.ca/eng/programs-and-services/agririsk-initiatives-administrative-capacity-building-stream/step-4-after-you-apply/?id=1530817918137,http://www.agr.gc.ca/fra/programmes-et-services/initiatives-agri-risques-volet-de-renforcement-des-capacites-administratives/etape-4-apres-avoir-presente-votre-demande/?id=1530817918137,TML,80.00%,2014-2015,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400,8,8,6,6,9,7,1,1,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,109.10%,2017-2018-aafc-aac-009,aafc-aac - 09
aafc-aac,2017-2018,AAFC_AAC-009,AAFC-009-03,Our goal is to assess your application and send you an approval or a rejection notification letter within 100 business days of receiving a fully complete applicant package,Notre objectif est d'évaluer votre demande et de vous adresser une lettre d'avis d'approbation ou de rejet dans les 100 jours ouvrables suivant la réception du dossier de demande complet.,http://www.agr.gc.ca/eng/programs-and-services/agririsk-initiatives-administrative-capacity-building-stream/step-4-after-you-apply/?id=1530817918137,http://www.agr.gc.ca/fra/programmes-et-services/initiatives-agri-risques-volet-de-renforcement-des-capacites-administratives/etape-4-apres-avoir-presente-votre-demande/?id=1530817918137,TML,80.00%,2014-2015,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400,4,5,3,3,6,6,6,6,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,95.00%,2017-2018-aafc-aac-009,aafc-aac - 09
aafc-aac,2017-2018,AAFC_AAC-010,AAFC-010-02,Our goal is to acknowledge receipt of your application within one (1) business day,Notre objectif est d'accuser réception de vos demandes d'ici un (1) jour ouvrable.,http://www.agr.gc.ca/eng/programs-and-services/career-focus-program/step-4-after-you-apply/?id=1507746811346,http://www.agr.gc.ca/fra/programmes-et-services/programme-objectif-carriere/etape-4-apres-avoir-presente-votre-demande/?id=1507746811346,ACY,80.00%,2014-2015,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400,0,0,0,0,0,0,0,0,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,0.00%,2017-2018-aafc-aac-010,aafc-aac - 10
aafc-aac,2017-2018,AAFC_AAC-010,AAFC-010-03,Our goal is to assess our application and send you an approval or a rejection notification letter within 50 business days of receiving a fully complete applicant package,Notre objectif est d'évaluer votre demande et de vous adresser une lettre d'avis d'approbation ou de rejet dans les 100 jours ouvrables suivant la réception du dossier de demande complet.,http://www.agr.gc.ca/eng/programs-and-services/career-focus-program/step-4-after-you-apply/?id=1507746811346,http://www.agr.gc.ca/fra/programmes-et-services/programme-objectif-carriere/etape-4-apres-avoir-presente-votre-demande/?id=1507746811346,TML,80.00%,2014-2015,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400,0,0,0,0,0,0,13,13,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,100.00%,2017-2018-aafc-aac-010,aafc-aac - 10
aafc-aac,2017-2018,AAFC_AAC-010,AAFC-010-04,Our goal is to send you a draft proposed agreement for review witihn 30 business days of issuing an approval notification letter,Notre objectif est de vous adresser un projet d'accord pour que vous l'examiniez dans les 30 jours ouvrables suivant l'expédition d'une lettre d'avis d'approbation.,http://www.agr.gc.ca/eng/programs-and-services/career-focus-program/step-4-after-you-apply/?id=1507746811346,http://www.agr.gc.ca/fra/programmes-et-services/programme-objectif-carriere/etape-4-apres-avoir-presente-votre-demande/?id=1507746811346,TML,80.00%,2014-2015,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400,22,22,3,3,3,3,42,42,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,100.00%,2017-2018-aafc-aac-010,aafc-aac - 10
aafc-aac,2017-2018,AAFC_AAC-010,AAFC-010-05,Our goal is to send you a final agreement within 30 business days of receiving fully completed required documentation that meets the elibility requirement,Notre objectif est de vous expédier un paiement dans les 30 jours ouvrables suivant la réception d'une demande de règlement dûment remplie et justifiée.,http://www.agr.gc.ca/eng/programs-and-services/career-focus-program/step-4-after-you-apply/?id=1507746811346,http://www.agr.gc.ca/fra/programmes-et-services/programme-objectif-carriere/etape-4-apres-avoir-presente-votre-demande/?id=1507746811346,TML,80.00%,2014-2015,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400,19,19,10,10,10,10,64,64,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,100.00%,2017-2018-aafc-aac-010,aafc-aac - 10
aafc-aac,2017-2018,AAFC_AAC-010,AAFC-010-01,Our goal is to respond to general inquiries made to our phone number or email address before the end of the next business day,Notre objectif est de répondre aux demandes de renseignements générales reçues par téléphone ou par courriel avant la fin du jour ouvrable suivant.,http://www.agr.gc.ca/eng/programs-and-services/career-focus-program/step-4-after-you-apply/?id=1507746811346,http://www.agr.gc.ca/fra/programmes-et-services/programme-objectif-carriere/etape-4-apres-avoir-presente-votre-demande/?id=1507746811346,TML,80.00%,2014-2015,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400,25,25,33,34,191,194,139,139,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,99.00%,2017-2018-aafc-aac-010,aafc-aac - 10
aafc-aac,2017-2018,AAFC_AAC-011,AAFC-011-03,Notify you in writing of final approval or rejection within 100 business days of the application being deemed complete,D’évaluer votre demande et de vous envoyer une lettre d’approbation ou de rejet dans un délai de 100 jours ouvrables à compter de la date de réception de votre demande complète,http://www.agr.gc.ca/eng/programs-and-services/agricompetitiveness-program/step-4-after-you-apply/?id=1517339307837,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-competitivite/etape-4-apres-avoir-presente-votre-demande/?id=1517339307837,ACS,80.00%,2014-2015,http://www.agr.gc.ca/eng/programs-and-services/agricompetitiveness-program/step-3-how-to-apply/?id=1517338676777,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-competitivite/etape-3-comment-presenter-une-demande/?id=1517338676777,0,0,0,0,2,2,1,1,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,100.00%,2017-2018-aafc-aac-011,aafc-aac - 11
aafc-aac,2017-2018,AAFC_AAC-011,AAFC-011-02,Send you an email acknowledging receipt of your application within 1 business day,D’accuser réception de votre demande dans un délai d’un jour ouvrable,http://www.agr.gc.ca/eng/programs-and-services/agricompetitiveness-program/step-4-after-you-apply/?id=1517339307837,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-competitivite/etape-4-apres-avoir-presente-votre-demande/?id=1517339307837,TML,80.00%,2014-2015,http://www.agr.gc.ca/eng/programs-and-services/agricompetitiveness-program/step-3-how-to-apply/?id=1517338676777,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-competitivite/etape-3-comment-presenter-une-demande/?id=1517338676777,0,0,0,0,2,2,0,0,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,100.00%,2017-2018-aafc-aac-011,aafc-aac - 11
aafc-aac,2017-2018,AAFC_AAC-011,AAFC-011-04,Send you a payment within 30 business days of receipt of a duly completed and documented claim. This is applicable only if an agreement is signed,Expédier un paiement dans les 30 jours ouvrables suivant la réception d’une demande de règlement dûment remplie et justifiée. Cette mesure s’applique uniquement si une entente est signée,http://www.agr.gc.ca/eng/programs-and-services/agricompetitiveness-program/step-4-after-you-apply/?id=1517339307837,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-competitivite/etape-4-apres-avoir-presente-votre-demande/?id=1517339307837,TML,80.00%,2014-2015,http://www.agr.gc.ca/eng/programs-and-services/agricompetitiveness-program/step-3-how-to-apply/?id=1517338676777,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-competitivite/etape-3-comment-presenter-une-demande/?id=1517338676777,3,3,3,3,2,2,3,3,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,100.00%,2017-2018-aafc-aac-011,aafc-aac - 11
aafc-aac,2017-2018,AAFC_AAC-011,AAFC-011-01,Respond to general inquiries made to our phone number or email address before the end of the next business day,De répondre aux demandes de renseignements générales que nous recevons par téléphone ou par courriel avant la fin du jour ouvrable suivant,http://www.agr.gc.ca/eng/programs-and-services/agricompetitiveness-program/step-4-after-you-apply/?id=1517339307837,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-competitivite/etape-4-apres-avoir-presente-votre-demande/?id=1517339307837,TML,80.00%,2014-2015,http://www.agr.gc.ca/eng/programs-and-services/agricompetitiveness-program/step-3-how-to-apply/?id=1517338676777,http://www.agr.gc.ca/fra/programmes-et-services/programme-agri-competitivite/etape-3-comment-presenter-une-demande/?id=1517338676777,4,4,6,7,3,3,19,21,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,91.40%,2017-2018-aafc-aac-011,aafc-aac - 11
